DDH_name,From_m,To_m,JoinID,Sample_length_m,Al_pct,Si_pct,S_pct,K_pct,Ca_pct,Ti_ppm,Mn_ppm,Fe_pct,Cu_ppm,Rb_ppm,Sr_ppm,Major_Unit_Interp
DDH-1,514.7800293,514.9000244,SCC-001514.78514.9,0.119999997,5.494100094,26.44709969,0.087700002,3.094099998,0.423299998,2002,599,3.797600031,427,172,283,Gila Conglomerate
DDH-1,515.0999756,515.2000122,SCC-001515.1515.2,0.100000001,4.700500011,23.60210037,0.093599997,3.187999964,0.311800003,1730,407,2.972599983,196,178,148,Gila Conglomerate
DDH-1,515.2000122,515.2999878,SCC-001515.2515.3,0.100000001,6.033500195,29.7220993,0.421200007,3.666800022,0.379099995,1775,491,2.815000057,192,170,146,Gila Conglomerate
DDH-1,515.2999878,515.4000244,SCC-001515.3515.4,0.100000001,3.895299911,21.60070038,0.201299995,2.858299971,0.226899996,1180,334,1.849300027,103,183,85,Gila Conglomerate
DDH-1,515.4000244,515.5,SCC-001515.4515.5,0.100000001,4.594600201,22.69779968,0.162300006,2.828299999,0.342599988,1869,543,3.448699951,323,176,206,Gila Conglomerate
DDH-1,515.5,515.5999756,SCC-001515.5515.6,0.100000001,5.938099861,25.44350052,0.348500013,3.077899933,0.467999995,2247,586,3.950999975,349,184,253,Gila Conglomerate
DDH-1,515.5999756,515.7000122,SCC-001515.6515.7,0.100000001,5.150300026,22.76939964,0.223399997,3.119299889,0.405200005,1984,545,3.457600117,330,173,252,Gila Conglomerate
DDH-1,515.9000244,516,SCC-001515.9516,0.100000001,4.857500076,22.37369919,0.208199993,2.460000038,0.528999984,2751,625,5.247799873,335,138,283,Gila Conglomerate
DDH-1,516,516.0999756,SCC-001516516.1,0.100000001,4.71969986,25.94729996,0.108199999,3.353899956,0.545599997,1942,440,2.906699896,348,243,274,Gila Conglomerate
DDH-1,516.4000244,516.5,SCC-001516.4516.5,0.100000001,5.361599922,27.29330063,0.310099989,3.163800001,0.551199973,1968,526,2.963099957,259,160,203,Gila Conglomerate
DDH-1,516.5,516.5999756,SCC-001516.5516.6,0.100000001,4.424799919,23.71209908,0.393599987,2.99119997,0.688600004,2949,603,4.625699997,317,182,208,Gila Conglomerate
DDH-1,516.5999756,516.7000122,SCC-001516.6516.7,0.100000001,3.907399893,22.3987999,0.374599993,2.913300037,0.466199994,2269,558,3.859299898,433,197,269,Gila Conglomerate
DDH-1,516.7000122,516.7999878,SCC-001516.7516.8,0.100000001,4.505700111,22.39590073,0.183899999,2.880100012,0.444299996,2466,653,4.342000008,385,142,202,Gila Conglomerate
DDH-1,516.7999878,516.9000244,SCC-001516.8516.9,0.100000001,4.787399769,24.47960091,0.345800012,2.994899988,0.64319998,1964,458,2.97390008,292,180,202,Gila Conglomerate
DDH-1,516.9000244,517,SCC-001516.9517,0.100000001,5.78219986,26.09659958,0.371899992,3.492000103,0.459600002,2370,681,4.140699863,613,207,218,Gila Conglomerate
DDH-1,517,517.0999756,SCC-001517517.1,0.100000001,6.550499916,27.22809982,0.632200003,3.588500023,0.531300008,2340,604,4.119999886,436,220,257,Gila Conglomerate
DDH-1,517.0999756,517.2000122,SCC-001517.1517.2,0.100000001,5.733300209,25.06979942,0.382299989,3.325700045,0.470699996,2260,575,3.727699995,328,132,172,Gila Conglomerate
DDH-1,517.2000122,517.2999878,SCC-001517.2517.3,0.100000001,4.258699894,20.93930054,0.418500006,3.020200014,0.440699995,1981,442,3.209700108,321,191,202,Gila Conglomerate
DDH-1,517.2999878,517.4000244,SCC-001517.3517.4,0.100000001,5.987800121,28.97270012,0.525699973,3.951900005,0.608099997,2756,680,4.59250021,335,187,233,Gila Conglomerate
DDH-1,517.4000244,517.5,SCC-001517.4517.5,0.100000001,4.998600006,25.49769974,0.620700002,3.011699915,0.640399992,1994,488,3.235899925,197,184,187,Gila Conglomerate
DDH-1,517.5,517.5999756,SCC-001517.5517.6,0.100000001,5.234799862,25.66690063,0.2755,3.066499949,0.602999985,2268,558,3.789499998,211,185,150,Gila Conglomerate
DDH-1,517.5999756,517.7000122,SCC-001517.6517.7,0.100000001,4.999800205,22.08729935,0.280099988,2.52060008,0.407000005,1911,468,3.049400091,240,156,162,Gila Conglomerate
DDH-1,517.9000244,518,SCC-001517.9518,0.100000001,5.761199951,31.0734005,0.361699998,3.400899887,0.508300006,1933,395,2.53489995,186,177,182,Gila Conglomerate
DDH-1,518,518.0999756,SCC-001518518.1,0.100000001,4.993000031,25.75569916,0.886600018,3.202800035,0.620800018,1795,489,2.846800089,270,198,230,Gila Conglomerate
DDH-1,518.0999756,518.2000122,SCC-001518.1518.2,0.100000001,6.182499886,32.56489944,0.159099996,3.846999884,0.415499985,2184,514,3.229899883,307,187,174,Gila Conglomerate
DDH-1,518.2000122,518.2999878,SCC-001518.2518.3,0.100000001,5.085299969,25.79339981,0.231299996,3.336699963,0.438300014,2088,558,3.528399944,436,177,187,Gila Conglomerate
DDH-1,518.2999878,518.4000244,SCC-001518.3518.4,0.100000001,4.807400227,26.89920044,0.278299987,3.175299883,0.446500003,2007,436,3.167700052,271,166,162,Gila Conglomerate
DDH-1,518.4000244,518.5,SCC-001518.4518.5,0.100000001,4.595399857,25.54330063,0.347799987,2.723400116,0.556699991,2124,501,3.42779994,228,204,219,Gila Conglomerate
DDH-1,518.5,518.5999756,SCC-001518.5518.6,0.100000001,6.491600037,30.71529961,0.395500004,3.262700081,0.584800005,2043,518,3.518199921,226,173,168,Gila Conglomerate
DDH-1,518.7000122,518.7999878,SCC-001518.7518.8,0.100000001,4.43200016,20.5991993,0.091799997,4.177800179,0.501299977,864,278,1.456599951,202,192,133,Gila Conglomerate
DDH-1,518.7999878,518.9000244,SCC-001518.8518.9,0.100000001,5.135799885,29.46769905,0.1435,3.251699924,0.432999998,2986,747,3.805599928,268,185,143,Gila Conglomerate
DDH-1,519.2000122,519.2999878,SCC-001519.2519.3,0.100000001,5.013299942,27.97909927,0.195500001,3.149699926,0.386799991,1534,420,2.563199997,157,152,166,Gila Conglomerate
DDH-1,519.2999878,519.4000244,SCC-001519.3519.4,0.100000001,5.361100197,27.62750053,0.072800003,3.410599947,0.34740001,1707,483,2.629199982,198,223,155,Gila Conglomerate
DDH-1,519.5999756,519.7000122,SCC-001519.6519.7,0.100000001,5.848999977,26.5442009,0.070900001,3.211899996,0.636300027,2811,712,4.996600151,297,188,273,Gila Conglomerate
DDH-1,519.7999878,519.9000244,SCC-001519.8519.9,0.100000001,5.240200043,25.61879921,0.123999998,2.8822999,0.611699998,2140,559,3.635400057,296,168,209,Gila Conglomerate
DDH-1,520.5,520.5999756,SCC-001520.5520.6,0.100000001,5.084499836,26.88509941,0.1021,3.086800098,0.469900012,1939,604,3.472300053,360,202,298,Gila Conglomerate
DDH-1,520.5999756,520.7000122,SCC-001520.6520.7,0.100000001,5.255400181,23.7303009,0.123800002,2.407299995,0.509899974,2485,645,4.08769989,315,128,239,Gila Conglomerate
DDH-1,520.7000122,520.7999878,SCC-001520.7520.8,0.100000001,6.741399765,27.02930069,0.102300003,2.665499926,0.637899995,2885,581,4.316800117,162,146,387,Gila Conglomerate
DDH-1,520.7999878,520.9000244,SCC-001520.8520.9,0.100000001,5.108500004,25.5345993,0.155100003,2.947599888,0.499799997,2270,579,3.600300074,257,197,293,Gila Conglomerate
DDH-1,521,521.0999756,SCC-001521521.1,0.100000001,3.925800085,18.81710052,0.165199995,2.119600058,0.442099988,2006,415,3.626399994,329,173,301,Gila Conglomerate
DDH-1,521.0999756,521.2000122,SCC-001521.1521.2,0.100000001,6.114999771,24.3355999,0.088200003,3.036000013,0.510399997,2617,711,4.972799778,378,162,284,Gila Conglomerate
DDH-1,521.2000122,521.2999878,SCC-001521.2521.3,0.100000001,5.949399948,25.03089905,0.129999995,3.011499882,0.495499998,2640,645,4.881999969,253,164,236,Gila Conglomerate
DDH-1,521.2999878,521.4000244,SCC-001521.3521.4,0.100000001,5.260499954,24.84480095,0.080399998,2.868499994,0.441300005,2307,595,4.093599796,433,238,421,Gila Conglomerate
DDH-1,521.4000244,521.5,SCC-001521.4521.5,0.100000001,5.645100117,25.56469917,0.211899996,2.985100031,0.441100001,2254,688,3.892299891,333,159,248,Gila Conglomerate
DDH-1,521.5999756,521.7000122,SCC-001521.6521.7,0.100000001,4.536099911,24.82909966,0.143800005,2.656800032,0.50120002,1947,456,3.032200098,238,183,205,Gila Conglomerate
DDH-1,521.7000122,521.7999878,SCC-001521.7521.8,0.100000001,4.220699787,19.7507,0.079300001,2.038700104,0.349799991,1459,352,2.28399992,182,137,152,Gila Conglomerate
DDH-1,522.0999756,522.2000122,SCC-001522.1522.2,0.100000001,6.122700214,28.01670074,0.187199995,3.301199913,0.414600015,2265,585,3.697799921,319,150,211,Gila Conglomerate
DDH-1,522.2999878,522.4000244,SCC-001522.3522.4,0.100000001,5.181000233,27.81780052,0.152899995,3.498399973,0.45449999,2410,519,3.794399977,373,178,284,Gila Conglomerate
DDH-1,522.4000244,522.5,SCC-001522.4522.5,0.100000001,5.30700016,24.22570038,0.42899999,3.034600019,0.572899997,2021,533,3.51850009,196,183,162,Gila Conglomerate
DDH-1,522.5,522.5999756,SCC-001522.5522.6,0.100000001,4.742400169,24.14599991,0.204899997,3.141599894,0.411900014,1983,485,3.573800087,301,227,141,Gila Conglomerate
DDH-1,522.7000122,522.7999878,SCC-001522.7522.8,0.100000001,3.390500069,22.81299973,0.0955,2.743200064,0.284200013,1431,348,2.622800112,153,209,158,Gila Conglomerate
DDH-1,523.4000244,523.5,SCC-001523.4523.5,0.100000001,3.897300005,21.84199905,0.180199996,2.161799908,0.588500023,1899,397,2.787499905,103,172,171,Gila Conglomerate
DDH-1,524,524.0999756,SCC-001524524.1,0.100000001,5.28579998,23.44300079,0.492799997,2.738600016,0.481999993,2090,460,3.403599977,172,169,144,Gila Conglomerate
DDH-1,524.2999878,524.4000244,SCC-001524.3524.4,0.100000001,5.837299824,27.19529915,0.191699997,3.398299932,0.834100008,2443,651,4.111000061,579,254,274,Gila Conglomerate
DDH-1,524.4000244,524.5,SCC-001524.4524.5,0.100000001,6.456200123,27.83769989,0.122900002,3.675899982,0.444099993,2502,721,4.37130022,677,232,204,Gila Conglomerate
DDH-1,524.5,524.5999756,SCC-001524.5524.6,0.100000001,5.802800179,28.29969978,0.248699993,3.421000004,0.433299989,2208,586,3.625999928,549,181,214,Gila Conglomerate
DDH-1,524.5999756,524.7000122,SCC-001524.6524.7,0.100000001,6.247499943,27.18110085,0.463800013,3.619699955,0.459399998,2024,579,3.50819993,310,171,182,Gila Conglomerate
DDH-1,524.7000122,524.7999878,SCC-001524.7524.8,0.100000001,6.24090004,27.91830063,0.119800001,3.3052001,0.380100012,2223,591,3.715699911,319,235,210,Gila Conglomerate
DDH-1,524.7999878,524.9000244,SCC-001524.8524.9,0.100000001,4.58920002,23.25160027,0.193900004,2.962300062,0.397500008,1917,519,3.548500061,316,183,202,Gila Conglomerate
DDH-1,524.9000244,525,SCC-001524.9525,0.100000001,4.43569994,23.52210045,0.1699,2.653000116,0.466699988,1977,467,3.517800093,288,160,241,Gila Conglomerate
DDH-1,525.4000244,525.5,SCC-001525.4525.5,0.100000001,6.271100044,31.62210083,0.324000001,3.357300043,0.463699996,2467,630,4.35890007,451,187,260,Gila Conglomerate
DDH-1,525.5,525.5999756,SCC-001525.5525.6,0.100000001,4.482600212,24.70590019,0.883000016,2.822000027,0.508000016,1851,466,3.289400101,407,206,275,Gila Conglomerate
DDH-1,525.7000122,525.7999878,SCC-001525.7525.8,0.100000001,4.807199955,25.22830009,0.747500002,2.538100004,0.569800019,1995,484,3.568099976,271,158,272,Gila Conglomerate
DDH-1,525.7999878,525.9000244,SCC-001525.8525.9,0.100000001,4.532700062,25.21910095,1.201400042,2.426399946,0.667100012,2318,428,3.493799925,168,118,206,Gila Conglomerate
DDH-1,525.9000244,526,SCC-001525.9526,0.100000001,3.774300098,25.54120064,1.362800002,2.461600065,0.714100003,1993,447,3.185600042,253,166,305,Gila Conglomerate
DDH-1,526,526.0999756,SCC-001526526.1,0.100000001,5.83739996,27.65299988,0.272500008,2.855799913,0.478500009,1794,485,2.964299917,202,160,270,Gila Conglomerate
DDH-1,526.0999756,526.2000122,SCC-001526.1526.2,0.100000001,3.887200117,19.03240013,0.458900005,2.138999939,0.435600013,1657,389,2.677599907,107,129,125,Gila Conglomerate
DDH-1,526.2999878,526.4000244,SCC-001526.3526.4,0.100000001,4.204100132,23.37409973,0.503099978,2.474400043,0.400900006,1429,297,2.150599957,129,185,167,Gila Conglomerate
DDH-1,526.4000244,526.5,SCC-001526.4526.5,0.100000001,3.165999889,19.06529999,0.283600003,2.03399992,0.330000013,1414,447,2.394200087,126,176,127,Gila Conglomerate
DDH-1,526.5999756,526.7000122,SCC-001526.6526.7,0.100000001,4.750699997,22.64039993,0.497599989,2.751300097,0.460900009,1841,397,3.820300102,181,156,132,Gila Conglomerate
DDH-1,526.7000122,526.7999878,SCC-001526.7526.8,0.100000001,4.609200001,22.87050056,0.977999985,2.773299932,0.497200012,2075,520,3.758300066,367,204,212,Gila Conglomerate
DDH-1,526.7999878,526.9000244,SCC-001526.8526.9,0.100000001,5.028100014,25.36669922,0.0757,3.12770009,0.378199995,2178,589,4.04640007,353,155,153,Gila Conglomerate
DDH-1,526.9000244,527,SCC-001526.9527,0.100000001,5.535699844,26.56529999,0.387499988,2.842999935,0.432999998,1762,389,2.756500006,179,187,165,Gila Conglomerate
DDH-1,527,527.0999756,SCC-001527527.1,0.100000001,6.073999882,30.08799934,0.253800005,3.234400034,0.485199988,2348,571,3.927599907,355,244,232,Gila Conglomerate
DDH-1,527.0999756,527.2000122,SCC-001527.1527.2,0.100000001,4.999000072,25.92550087,0.796400011,2.973799944,0.662299991,2237,514,3.44020009,238,201,164,Gila Conglomerate
DDH-1,527.2000122,527.2999878,SCC-001527.2527.3,0.100000001,5.16050005,27.3423996,0.761900008,2.829299927,0.787599981,2258,532,3.333699942,193,181,146,Gila Conglomerate
DDH-1,527.2999878,527.4000244,SCC-001527.3527.4,0.100000001,3.424400091,15.42819977,0.196400002,1.835299969,0.482800007,1309,328,2.309900045,186,131,142,Gila Conglomerate
DDH-1,527.4000244,527.5,SCC-001527.4527.5,0.100000001,5.393000126,26.29990005,0.695800006,3.372100115,0.540400028,2363,657,4.345900059,387,194,185,Gila Conglomerate
DDH-1,527.7000122,527.7999878,SCC-001527.7527.8,0.100000001,4.911499977,26.83189964,0.232600003,2.934700012,0.450199991,1910,462,3.45359993,241,189,141,Gila Conglomerate
DDH-1,527.7999878,527.9000244,SCC-001527.8527.9,0.100000001,5.158100128,24.47500038,0.739199996,2.860800028,0.618499994,2448,548,4.020999908,366,313,298,Gila Conglomerate
DDH-1,527.9000244,528,SCC-001527.9528,0.100000001,4.988299847,24.55610085,0.231099993,2.823499918,0.569700003,2281,479,3.536999941,119,182,139,Gila Conglomerate
DDH-1,528,528.0999756,SCC-001528528.1,0.100000001,4.697599888,24.59379959,0.175699994,3.003799915,0.403100014,2033,489,3.387599945,241,195,174,Gila Conglomerate
DDH-1,528.0999756,528.2000122,SCC-001528.1528.2,0.100000001,5.738599777,26.37280083,0.253300011,3.184499979,0.443500012,2608,540,4.072899818,249,165,219,Gila Conglomerate
DDH-1,528.2000122,528.2999878,SCC-001528.2528.3,0.100000001,6.002399921,28.46710014,0.272500008,3.365400076,0.489199996,2875,666,4.641499996,379,189,262,Gila Conglomerate
DDH-1,528.2999878,528.4000244,SCC-001528.3528.4,0.100000001,4.933899879,25.04770088,0.380899996,2.825400114,0.379000008,1799,443,2.612400055,211,157,149,Gila Conglomerate
DDH-1,528.4000244,528.5,SCC-001528.4528.5,0.100000001,5.190199852,27.07049942,0.190799996,2.994699955,0.36680001,1776,422,2.734999895,152,175,127,Gila Conglomerate
DDH-1,528.5,528.5999756,SCC-001528.5528.6,0.100000001,2.106100082,19.13030052,0.234799996,2.641499996,0.236200005,1000,359,1.908300042,111,219,74,Gila Conglomerate
DDH-1,528.5999756,528.7000122,SCC-001528.6528.7,0.100000001,4.128799915,20.85280037,0.164299995,3.524399996,0.279199988,1112,234,1.568500042,141,232,128,Gila Conglomerate
DDH-1,528.7000122,528.7999878,SCC-001528.7528.8,0.100000001,2.749200106,20.39660072,0.057300001,2.492599964,0.26030001,1169,480,2.106400013,167,174,93,Gila Conglomerate
DDH-1,529.2000122,529.2999878,SCC-001529.2529.3,0.100000001,5.807700157,29.38509941,0.341500014,3.243000031,0.337900013,1830,457,2.727799892,260,194,164,Gila Conglomerate
DDH-1,529.2999878,529.4000244,SCC-001529.3529.4,0.100000001,3.742500067,20.0883007,0.315299988,2.184600115,0.290600002,1292,282,1.94690001,135,158,101,Gila Conglomerate
DDH-1,529.5,529.5999756,SCC-001529.5529.6,0.100000001,5.753200054,26.76759911,1.12409997,3.487699986,0.494399995,2195,490,3.595099926,125,236,141,Gila Conglomerate
DDH-1,529.9000244,530,SCC-001529.9530,0.100000001,5.68419981,27.88430023,0.151099995,3.066699982,0.397399992,1553,379,2.299999952,161,136,355,Gila Conglomerate
DDH-1,530,530.0999756,SCC-001530530.1,0.100000001,4.632199764,24.20019913,0.194600001,2.916599989,0.529200017,2312,616,4.419300079,168,155,124,Gila Conglomerate
DDH-1,530.2000122,530.2999878,SCC-001530.2530.3,0.100000001,4.821899891,26.93260002,0.087499999,3.083699942,0.332700014,1337,386,2.200700045,250,279,223,Gila Conglomerate
DDH-1,530.7000122,530.7999878,SCC-001530.7530.8,0.100000001,3.345000029,19.14179993,0.734099984,2.233299971,0.587499976,1499,356,2.505199909,240,226,149,Gila Conglomerate
DDH-1,530.7999878,530.9000244,SCC-001530.8530.9,0.100000001,4.338600159,24.72109985,0.120999999,3.131599903,0.375200003,2196,499,3.566099882,283,208,191,Gila Conglomerate
DDH-1,530.9000244,531,SCC-001530.9531,0.100000001,5.992899895,26.1053009,0.111400001,3.204400063,0.388399988,2297,552,4.006599903,314,208,180,Gila Conglomerate
DDH-1,531,531.0999756,SCC-001531531.1,0.100000001,6.134900093,25.75449944,0.25850001,3.644399881,0.300399989,2304,550,3.970400095,121,167,82,Gila Conglomerate
DDH-1,531.0999756,531.2000122,SCC-001531.1531.2,0.100000001,4.44990015,19.94829941,0.0955,2.315399885,0.271200001,1410,384,2.6322999,255,175,163,Gila Conglomerate
DDH-1,531.2000122,531.2999878,SCC-001531.2531.3,0.100000001,4.446000099,20.72529984,0.130999997,2.625400066,0.337099999,2021,511,3.307600021,253,162,134,Gila Conglomerate
DDH-1,531.2999878,531.4000244,SCC-001531.3531.4,0.100000001,5.678500175,27.03590012,0.276899993,2.995899916,0.501900017,2304,531,4.124499798,339,205,309,Gila Conglomerate
DDH-1,531.4000244,531.5,SCC-001531.4531.5,0.100000001,4.574299812,23.90379906,0.144800007,2.628700018,0.414400011,1638,305,2.333499908,130,159,114,Gila Conglomerate
DDH-1,531.5,531.5999756,SCC-001531.5531.6,0.100000001,5.645299911,29.34449959,0.158500001,3.118599892,0.447600007,2075,436,3.256900072,229,188,141,Gila Conglomerate
DDH-1,531.5999756,531.7000122,SCC-001531.6531.7,0.100000001,4.829500198,25.52860069,0.681200027,2.775700092,0.538699985,1715,454,3.029299974,251,185,144,Gila Conglomerate
DDH-1,532.2000122,532.2999878,SCC-001532.2532.3,0.100000001,4.348599911,21.32369995,1.136299968,2.921099901,0.517700016,1667,445,2.887500048,297,249,188,Gila Conglomerate
DDH-1,532.2999878,532.4000244,SCC-001532.3532.4,0.100000001,5.512800217,23.27389908,1.061200023,3.096299887,0.527100027,1614,413,2.755800009,168,179,243,Gila Conglomerate
DDH-1,532.4000244,532.5,SCC-001532.4532.5,0.100000001,4.184100151,23.44560051,0.828499973,2.835099936,0.453000009,1588,450,2.670799971,163,194,126,Gila Conglomerate
DDH-1,532.5,532.5999756,SCC-001532.5532.6,0.100000001,4.40530014,24.69149971,0.738799989,2.736799955,0.43720001,1833,451,2.91140008,184,155,140,Gila Conglomerate
DDH-1,532.5999756,532.7000122,SCC-001532.6532.7,0.100000001,4.469200134,19.81130028,0.939499974,2.510699987,0.459399998,1387,422,2.335400105,138,144,152,Gila Conglomerate
DDH-1,532.7999878,532.9000244,SCC-001532.8532.9,0.100000001,5.120999813,23.63979912,0.346899986,2.989300013,0.43900001,1905,466,3.413700104,425,213,266,Gila Conglomerate
DDH-1,532.9000244,533,SCC-001532.9533,0.100000001,5.909800053,27.25449944,0.202199996,3.396699905,0.426600009,1881,491,3.249300003,423,232,386,Gila Conglomerate
DDH-1,533,533.0999756,SCC-001533533.1,0.100000001,6.368500233,30.7894001,0.076399997,3.701999903,0.419699997,2117,497,3.187200069,342,183,262,Gila Conglomerate
DDH-1,533.0999756,533.2000122,SCC-001533.1533.2,0.100000001,4.36289978,27.78420067,0.32249999,3.342400074,0.301200002,1124,139,1.390400052,239,148,95,Gila Conglomerate
DDH-1,533.2000122,533.2999878,SCC-001533.2533.3,0.100000001,5.251900196,26.74570084,0.279300004,3.453500032,0.346500009,1494,340,1.968600035,195,200,127,Gila Conglomerate
DDH-1,533.4000244,533.5,SCC-001533.4533.5,0.100000001,4.020199776,21.03140068,0.791599989,2.405100107,0.451900005,1372,379,2.322999954,175,213,117,Gila Conglomerate
DDH-1,533.5999756,533.7000122,SCC-001533.6533.7,0.100000001,5.59980011,24.76930046,0.150999993,3.366499901,0.33160001,1915,450,2.896800041,156,286,80,Gila Conglomerate
DDH-1,533.7000122,533.7999878,SCC-001533.7533.8,0.100000001,4.046700001,20.73900032,0.192000002,2.428499937,0.383399993,1264,300,2.249000072,269,230,366,Gila Conglomerate
DDH-1,533.9000244,534,SCC-001533.9534,0.100000001,1.962900043,15.13379955,0.677399993,1.489099979,0.341100007,688,201,1.522300005,91,120,109,Gila Conglomerate
DDH-1,534,534.0999756,SCC-001534534.1,0.100000001,3.842299938,21.49819946,0.235200003,2.457499981,0.307700008,1391,298,2.35010004,183,223,109,Gila Conglomerate
DDH-1,534.0999756,534.2000122,SCC-001534.1534.2,0.100000001,3.080800056,17.1427002,0.121699996,2.040100098,0.184300005,986,266,1.613399982,113,142,89,Gila Conglomerate
DDH-1,534.4000244,534.5,SCC-001534.4534.5,0.100000001,6.331399918,32.65829849,0.460099995,2.785300016,0.553600013,1314,413,2.292399883,147,209,306,Gila Conglomerate
DDH-1,534.5999756,534.7000122,SCC-001534.6534.7,0.100000001,3.740099907,21.18169975,0.236399993,2.577300072,0.340600014,1655,421,2.809299946,219,264,116,Gila Conglomerate
DDH-1,534.7000122,534.7999878,SCC-001534.7534.8,0.100000001,2.943399906,19.04920006,0.412200004,1.976600051,0.305099994,815,242,1.437100053,86,158,75,Gila Conglomerate
DDH-1,534.9000244,535,SCC-001534.9535,0.100000001,5.854800224,28.33460045,0.500199974,2.946799994,0.502300024,2249,578,3.593400002,206,180,104,Gila Conglomerate
DDH-1,535,535.0999756,SCC-001535535.1,0.100000001,4.478899956,26.73410034,1.679399967,3.008100033,0.705900013,1901,462,2.858999968,212,212,109,Gila Conglomerate
DDH-1,535.0999756,535.2000122,SCC-001535.1535.2,0.100000001,4.968999863,25.70229912,1.219400048,2.792299986,0.778199971,2150,547,3.585799932,221,214,122,Gila Conglomerate
DDH-1,535.2000122,535.2999878,SCC-001535.2535.3,0.100000001,4.933599949,25.98789978,1.683799982,2.932100058,0.653900027,1864,515,3.01609993,197,211,141,Gila Conglomerate
DDH-1,535.2999878,535.4000244,SCC-001535.3535.4,0.100000001,4.5072999,22.15279961,0.900300026,2.676700115,0.442799985,1214,348,2.247400045,252,259,124,Gila Conglomerate
DDH-1,535.4000244,535.5,SCC-001535.4535.5,0.100000001,4.701000214,25.82649994,0.643599987,2.650300026,0.476799995,1750,444,2.664799929,188,226,145,Gila Conglomerate
DDH-1,535.5999756,535.7000122,SCC-001535.6535.7,0.100000001,3.68840003,18.83480072,0.80430001,2.230999947,0.443899989,1128,309,2.021399975,125,202,85,Gila Conglomerate
DDH-1,535.7000122,535.7999878,SCC-001535.7535.8,0.100000001,4.018099785,22.23990059,0.479799986,2.440500021,0.425199986,1270,344,2.403000116,204,189,109,Gila Conglomerate
DDH-1,535.9000244,536,SCC-001535.9536,0.100000001,4.487199783,23.85560036,0.341600001,2.512399912,0.408399999,1687,408,2.862400055,211,153,112,Gila Conglomerate
DDH-1,536,536.0999756,SCC-001536536.1,0.100000001,4.900700092,25.75119972,0.560699999,2.856899977,0.577899992,1958,489,3.271600008,214,214,116,Gila Conglomerate
DDH-1,536.0999756,536.2000122,SCC-001536.1536.2,0.100000001,6.114500046,26.79730034,1.067899942,2.931600094,0.637199998,1974,477,3.577500105,313,267,165,Gila Conglomerate
DDH-1,536.2000122,536.2999878,SCC-001536.2536.3,0.100000001,5.381700039,24.62109947,0.870100021,2.737999916,0.512199998,1728,444,2.957900047,265,220,154,Gila Conglomerate
DDH-1,536.2999878,536.4000244,SCC-001536.3536.4,0.100000001,6.62830019,30.06110001,0.376599997,3.339299917,0.433699995,1771,484,3.223999977,197,217,139,Gila Conglomerate
DDH-1,536.4000244,536.5,SCC-001536.4536.5,0.100000001,5.785900116,29.75659943,0.530399978,3.658499956,0.448000014,1568,452,2.611700058,203,282,156,Gila Conglomerate
DDH-1,536.5,536.5999756,SCC-001536.5536.6,0.100000001,5.2020998,26.80270004,0.434899986,3.455800056,0.437099993,1304,361,2.147399902,148,303,147,Gila Conglomerate
DDH-1,536.5999756,536.7000122,SCC-001536.6536.7,0.100000001,4.097700119,21.92900085,0.360799998,2.530600071,0.471599996,1177,267,1.741999984,106,208,115,Gila Conglomerate
DDH-1,536.7999878,536.9000244,SCC-001536.8536.9,0.100000001,4.319399834,23.80489922,0.113899998,3.371099949,0.400900006,938,343,1.533400059,96,282,82,Gila Conglomerate
DDH-1,536.9000244,537,SCC-001536.9537,0.100000001,4.468900204,24.39279938,0.28459999,3.297399998,0.467400014,1316,336,2.041599989,220,282,133,Gila Conglomerate
DDH-1,537,537.0999756,SCC-001537537.1,0.100000001,4.581299782,21.78969955,1.210800052,2.885999918,0.641799986,1259,429,2.250799894,154,270,144,Gila Conglomerate
DDH-1,537.0999756,537.2000122,SCC-001537.1537.2,0.100000001,5.173699856,25.95560074,1.225999951,3.6401999,0.62620002,1311,410,2.244199991,137,255,100,Gila Conglomerate
DDH-1,537.2000122,537.2999878,SCC-001537.2537.3,0.100000001,4.034800053,26.33790016,0.109700002,2.862299919,0.459899992,1059,409,1.736799955,132,241,104,Gila Conglomerate
DDH-1,537.2999878,537.4000244,SCC-001537.3537.4,0.100000001,6.245600224,35.37070084,1.039000034,4.262700081,0.606100023,1079,431,1.962700009,185,300,111,Gila Conglomerate
DDH-1,537.4000244,537.5,SCC-001537.4537.5,0.100000001,4.654300213,28.41270065,0.806500018,3.269900084,0.507799983,1105,430,2.008399963,150,285,122,Gila Conglomerate
DDH-1,537.5,537.5999756,SCC-001537.5537.6,0.100000001,4.653299809,29.61590004,0.601999998,3.269299984,0.502699971,1139,391,2.2026999,179,283,107,Gila Conglomerate
DDH-1,537.5999756,537.7000122,SCC-001537.6537.7,0.100000001,5.072500229,30.30319977,0.452399999,3.369600058,0.51880002,1229,419,2.392100096,147,244,113,Gila Conglomerate
DDH-1,537.7999878,537.9000244,SCC-001537.8537.9,0.100000001,4.380700111,28.7208004,0.333900005,3.416599989,0.632499993,1981,498,2.989599943,336,244,350,Gila Conglomerate
DDH-1,537.9000244,538,SCC-001537.9538,0.100000001,5.91809988,29.61219978,0.763999999,3.001499891,0.713,1538,460,2.739000082,179,216,133,Gila Conglomerate
DDH-1,538,538.0999756,SCC-001538538.1,0.100000001,4.278999805,24.21349907,0.81279999,2.928900003,0.569199979,1223,428,2.233200073,160,211,123,Gila Conglomerate
